Company,Date Posted,Job_Description,Location,Title
"P.F. Chang's China Bistro, Inc...",9/13/2016,"Your talent brings our vision to life! As Sous Chef, you will be a primary ""go to"" for the kitchen staff. That means you have to be available to your team while staying on top of the functions and flow of the back of the house. You'll work alongside at least one other Sous Chef while reporting to th ...","Fairfax, VA",Sous Chef / Kitchen Manager
"P.F. Chang's China Bistro, Inc...",9/13/2016,"Your success is our success! At P.F. Chang's we know that we can't continue to grow and succeed without people with talent, passion and vision. That's why we're looking for someone like you. When you take charge as a Restaurant Manager you are responsible for the selection, development and performan ...","Baltimore, MD",Restaurant Manager
"P.F. Chang's China Bistro, Inc...",9/13/2016,"Your success is our success! At P.F. Chang's we know that we can't continue to grow and succeed without people with talent, passion and vision. That's why we're looking for someone like you. When you take charge as a Restaurant Manager you are responsible for the selection, development and performan ...","Annapolis, MD",Restaurant Manager
SUPERVALU,9/13/2016,"Night Grocery Clerk SHOPPERS Food & Pharmacy (Millersville Maryland) Night Grocery Clerk SHOPPERS Food & Pharmacy (Millersville Maryland) (79135) PRIMARY OBJECTIVE To stock, rotate and face product, cut and sort grocery deliveries and build displays as required for daily sales and to ensure a positi ...","Millersville, MD",Night Grocery Clerk - SHOPPERS Food & Pharmacy (Millersville...
SUPERVALU,9/13/2016,"Night Clerk SHOPPERS Food & Pharmacy (Perring Plaza Baltimore) Night Clerk SHOPPERS Food & Pharmacy (Perring Plaza Baltimore) (79114) Night Clerk PRIMARY OBJECTIVE To stock, rotate and face product, cut and sort grocery deliveries and build displays as required for daily sales and to ensure a positi ...","Baltimore, MD",Night Clerk - SHOPPERS Food & Pharmacy (Perring Plaza Baltim...
SUPERVALU,9/13/2016,"Grocery Clerk SHOPPERS Food & Pharmacy (Liberty Road Maryland) Grocery Clerk SHOPPERS Food & Pharmacy (Liberty Road Maryland) (79106) POSITION TITLE Grocery Stocker ,Grocery Clerk ACCOUNTABLE TO Grocery Manager PRIMARY OBJECTIVE To stock, rotate and face product, cut and sort grocery deliveries and  ...","Baltimore, MD",Grocery Clerk - SHOPPERS Food & Pharmacy (Liberty Road - Mar...
SUPERVALU,9/13/2016,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Millersville, MD",Deli Clerk - SHOPPERS Food & Pharmacy (Millersville - Maryla...
SUPERVALU,9/13/2016,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Baltimore, MD",Deli Clerk - SHOPPERS Food & Pharmacy (Liberty Road - Maryla...
SUPERVALU,9/13/2016,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Baltimore, MD",Deli - SHOPPERS Food & Pharmacy (Smith Avenue - Maryland)
SUPERVALU,9/13/2016,Cashier SHOPPERS Food & Pharmacy (Smith Avenue Maryland) Cashier SHOPPERS Food & Pharmacy (Smith Avenue Maryland) (79147) Job Overview Provides prompt and friendly service to customers and assist them when necessary. Operates a cash register and all the duties which correspond to this activity Job R ...,"Baltimore, MD",Cashier - SHOPPERS Food & Pharmacy (Smith Avenue - Maryland)
SUPERVALU,9/13/2016,Cashier SHOPPERS Food & Pharmacy (Jumpers Maryland) Cashier SHOPPERS Food & Pharmacy (Jumpers Maryland) (79136) Job Overview Provides prompt and friendly service to customers and assist them when necessary. Operates a cash register and all the duties which correspond to this activity Job Responsibil ...,"Pasadena, MD",Cashier - SHOPPERS Food & Pharmacy (Jumpers - Maryland)
SUPERVALU,9/13/2016,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Baltimore, MD",Bakery Clerk - SHOPPERS Food & Pharmacy (Smith Avenue - Mary...
"Books-A-Million, Inc.",9/13/2016,"Cafe Barista Waldorf (1100550) Books A Million, Inc. is one of the nation's leading book retailers and sells on the Internet at . The Company presently operates over 250 stores in 31 states and the District of Columbia. The Company operates large superstores under the names Books A Million, Books &  ...","Waldorf, MD",Cafe Barista - Waldorf
Unidine Corporation,9/12/2016,"Unidine is a culinary services management company driven by a culture of ""Fresh Thinking,"" and we take a fresh approach to customized culinary experiences. We create authentic food from scratch using fresh responsibly sourced, seasonal ingredients and culinary creativity. We are guided by environmen ...","Adamstown, MD",Diet Aide
Unidine Corporation,9/12/2016,"Unidine is a culinary services management company driven by a culture of ""Fresh Thinking,"" and we take a fresh approach to customized culinary experiences. We create authentic food from scratch using fresh responsibly sourced, seasonal ingredients and culinary creativity. We are guided by environmen ...","Arlington, VA",Dining Services Director
Stella Maris,9/12/2016,"1 3 years 3 5 years To facilitate the service of meals to residents and ensure adequate dining satisfaction. JOB RESPONSIBILITIES Delivers, serves and retrieves prepared food accurately and in a timely manner, following department procedures. Makes corrections/substitutions as needed. Cleans and san ...","Timonium, MD",Dining Services Assistant / Food Service Worker
